#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
1B|6Z536|32.757801|-100.489799|600.2|251536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z539|32.7584|-100.489899|600.7|251539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z542|32.758999|-100.490097|601.2|251542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z545|32.759499|-100.490303|602.1|251545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z548|32.760101|-100.490402|606.7|251548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z551|32.7607|-100.490601|602.5|251551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z554|32.761299|-100.490799|602.3|251554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z557|32.761902|-100.490898|603.4|251557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z560|32.762501|-100.491096|603.8|251560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z563|32.7631|-100.491302|610.8|251563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z566|32.763699|-100.491402|606.5|251566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z569|32.764198|-100.4916|608.1|251569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z572|32.764801|-100.491798|610.4|251572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z575|32.7654|-100.491898|611.3|251575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z578|32.765999|-100.492104|614.2|251578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z581|32.766602|-100.492302|615.8|251581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z584|32.7672|-100.4925|616.8|251584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z587|32.767799|-100.492599|619.4|251587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z590|32.768398|-100.492798|620.2|251590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z593|32.768902|-100.492996|622.9|251593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z596|32.769501|-100.493103|624.7|251596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z599|32.7701|-100.493301|625.8|251599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z602|32.770699|-100.4935|624.4|251602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z605|32.771301|-100.493599|626.0|251605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z608|32.7719|-100.493797|628.3|251608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z611|32.772499|-100.494003|618.9|251611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z614|32.773102|-100.494102|618.1|251614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z617|32.773602|-100.494301|616.1|251617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z620|32.7742|-100.494499|615.3|251620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z623|32.774799|-100.494598|613.0|251623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z626|32.775398|-100.494797|611.3|251626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z629|32.776001|-100.495003|611.8|251629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z632|32.7766|-100.495201|610.0|251632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z635|32.777199|-100.4953|609.2|251635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z638|32.777802|-100.495499|608.0|251638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z641|32.778301|-100.495697|607.1|251641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6Z644|32.7789|-100.495796|608.0|251644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71356|32.723202|-100.476898|633.3|253356|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71359|32.723701|-100.476997|635.1|253359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71362|32.7243|-100.477203|636.3|253362|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71365|32.7248|-100.477402|634.8|253365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71368|32.725399|-100.477501|632.2|253368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71371|32.726002|-100.477699|630.2|253371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71374|32.726601|-100.477898|625.9|253374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71377|32.7272|-100.477997|625.1|253377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71380|32.727798|-100.478203|622.1|253380|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71383|32.728401|-100.478401|620.7|253383|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71386|32.729|-100.4786|620.7|253386|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71389|32.729599|-100.478699|618.9|253389|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71392|32.730099|-100.478897|619.9|253392|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71395|32.730701|-100.478996|615.9|253395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71398|32.7313|-100.479202|616.6|253398|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71401|32.731899|-100.479401|617.1|253401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71404|32.732498|-100.479599|615.2|253404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71407|32.733101|-100.479698|612.9|253407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71410|32.7337|-100.479897|611.6|253410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71413|32.7342|-100.480103|611.8|253413|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71416|32.734798|-100.480202|611.3|253416|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71419|32.735401|-100.4804|609.0|253419|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71422|32.736|-100.480598|607.7|253422|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71425|32.736599|-100.480698|606.7|253425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71428|32.737202|-100.480904|610.8|253428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71431|32.737701|-100.481796|611.4|253431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71434|32.738201|-100.481903|610.8|253434|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71437|32.7388|-100.482101|604.2|253437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71440|32.739399|-100.4823|603.6|253440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71443|32.740002|-100.482498|605.8|253443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71446|32.740601|-100.482597|607.9|253446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71449|32.741199|-100.482803|603.9|253449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71452|32.741699|-100.482903|603.2|253452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71455|32.742298|-100.483101|604.6|253455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71458|32.742901|-100.483299|604.5|253458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71461|32.7435|-100.483498|606.1|253461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71464|32.744099|-100.483597|606.4|253464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71467|32.744701|-100.483803|608.4|253467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71470|32.7453|-100.484001|610.2|253470|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71473|32.745899|-100.4841|610.4|253473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71476|32.746399|-100.484299|612.7|253476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71479|32.747002|-100.484497|614.3|253479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71482|32.747601|-100.484596|615.9|253482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71485|32.748199|-100.484802|619.6|253485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71488|32.748798|-100.485001|619.8|253488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71491|32.749401|-100.4851|620.5|253491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71494|32.75|-100.485298|618.3|253494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71497|32.750599|-100.485497|616.0|253497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71500|32.751099|-100.485603|614.3|253500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71503|32.751701|-100.485802|612.7|253503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71506|32.7523|-100.486|611.4|253506|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71509|32.752899|-100.486198|609.5|253509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71512|32.753502|-100.486298|608.8|253512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71515|32.754101|-100.486504|608.4|253515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71518|32.7547|-100.486702|606.7|253518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71521|32.755299|-100.486801|604.6|253521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71524|32.755901|-100.487|601.6|253524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71527|32.756401|-100.487198|597.4|253527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71530|32.757|-100.487297|599.3|253530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71533|32.757599|-100.487503|599.1|253533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71536|32.758202|-100.487701|599.1|253536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71539|32.758801|-100.487801|599.8|253539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71542|32.759399|-100.487999|599.3|253542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71545|32.759998|-100.488197|600.0|253545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71548|32.760601|-100.488297|601.0|253548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71551|32.761101|-100.488503|602.2|253551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71554|32.7617|-100.488701|604.2|253554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71557|32.762299|-100.488899|605.3|253557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71560|32.762901|-100.488998|607.2|253560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71563|32.7635|-100.489197|606.6|253563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71566|32.764099|-100.489304|607.6|253566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71569|32.764702|-100.489502|608.9|253569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71572|32.765301|-100.4897|608.3|253572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71575|32.7658|-100.489899|608.5|253575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71578|32.766399|-100.489998|610.8|253578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71581|32.766998|-100.490196|612.2|253581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71584|32.767601|-100.490402|613.5|253584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71587|32.7682|-100.490501|616.4|253587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71590|32.768799|-100.4907|618.6|253590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71593|32.769402|-100.490898|621.5|253593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71596|32.77|-100.490997|623.9|253596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71599|32.7705|-100.491203|627.0|253599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71602|32.771099|-100.491402|626.0|253602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71605|32.771702|-100.491501|628.6|253605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71608|32.772301|-100.491699|627.7|253608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71611|32.7729|-100.491898|625.5|253611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71614|32.773499|-100.492104|623.5|253614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71617|32.774101|-100.492203|621.4|253617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71620|32.7747|-100.492401|618.9|253620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71623|32.7752|-100.492599|616.1|253623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71626|32.775799|-100.492699|613.4|253626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71629|32.776402|-100.492897|611.6|253629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71632|32.777|-100.493103|609.7|253632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71635|32.777599|-100.493202|608.6|253635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71638|32.778198|-100.493401|608.3|253638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71641|32.778801|-100.493599|607.7|253641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|71644|32.7794|-100.493698|610.8|253644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73356|32.7234|-100.475502|632.9|255356|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73359|32.723999|-100.475601|632.6|255359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73362|32.724499|-100.4758|634.2|255362|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73365|32.725101|-100.475998|632.8|255365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73368|32.7257|-100.476097|632.7|255368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73371|32.726299|-100.476303|629.1|255371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73374|32.726898|-100.476501|626.7|255374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73377|32.727501|-100.476601|628.2|255377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73380|32.7281|-100.476799|626.6|255380|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73383|32.728699|-100.476997|624.5|255383|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73386|32.729301|-100.477203|623.8|255386|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73389|32.729801|-100.477303|620.4|255389|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73392|32.7304|-100.477501|621.0|255392|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73395|32.730999|-100.477699|620.9|255395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73398|32.731602|-100.477798|622.0|255398|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73401|32.732201|-100.477997|621.3|255401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73404|32.7328|-100.478203|620.7|255404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73407|32.733398|-100.478302|618.3|255407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73410|32.733898|-100.4785|615.1|255410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73413|32.734501|-100.478699|613.6|255413|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73416|32.7351|-100.478798|611.2|255416|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73419|32.735699|-100.478996|610.4|255419|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73422|32.736301|-100.479202|608.5|255422|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73425|32.7369|-100.479301|606.4|255425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73428|32.7374|-100.479599|605.2|255428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73431|32.738098|-100.479698|603.7|255431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73434|32.738602|-100.479897|601.7|255434|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73437|32.739201|-100.480003|601.9|255437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73440|32.739799|-100.480202|602.9|255440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73443|32.740398|-100.4804|603.3|255443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73446|32.741001|-100.480499|603.3|255446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73449|32.7416|-100.480698|603.0|255449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73452|32.742199|-100.480904|602.4|255452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73455|32.742802|-100.481003|603.5|255455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73458|32.743401|-100.481201|604.2|255458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73461|32.7439|-100.4814|605.4|255461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73464|32.744499|-100.481499|606.4|255464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73467|32.745098|-100.481697|608.9|255467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73470|32.745701|-100.481903|610.1|255470|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73473|32.7463|-100.482002|612.4|255473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73476|32.746899|-100.482201|615.5|255476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73479|32.747501|-100.482399|616.7|255479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73482|32.7481|-100.482498|617.5|255482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73485|32.7486|-100.482697|616.0|255485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73488|32.749199|-100.482903|615.8|255488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73491|32.749802|-100.483101|615.2|255491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73494|32.750401|-100.4832|611.7|255494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73497|32.750999|-100.483398|611.5|255497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73500|32.751598|-100.483597|0.0|255500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73503|32.752201|-100.483704|609.2|255503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73506|32.7528|-100.483902|607.9|255506|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73509|32.7533|-100.4841|605.9|255509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73512|32.753899|-100.4842|606.3|255512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73515|32.754501|-100.484398|604.9|255515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73518|32.7551|-100.484596|603.9|255518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73521|32.755699|-100.484703|601.7|255521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73524|32.756302|-100.484901|600.5|255524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73527|32.756901|-100.4851|601.4|255527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73530|32.7575|-100.485199|599.3|255530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73533|32.757999|-100.485397|595.6|255533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73536|32.758598|-100.485603|598.5|255536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73539|32.759201|-100.485802|598.6|255539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73542|32.7598|-100.485901|598.5|255542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73545|32.760399|-100.486099|599.2|255545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73548|32.761002|-100.486298|599.9|255548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73551|32.7616|-100.486397|599.9|255551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73554|32.762199|-100.486603|600.8|255554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73557|32.762699|-100.486801|602.1|255557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73560|32.763302|-100.4869|602.9|255560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73563|32.763901|-100.487099|602.8|255563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73566|32.7645|-100.487297|603.8|255566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73569|32.765099|-100.487396|604.5|255569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73572|32.765701|-100.487602|604.1|255572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73575|32.7663|-100.487801|605.5|255575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73578|32.766899|-100.4879|607.9|255578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73581|32.767399|-100.488098|608.8|255581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73584|32.768002|-100.488297|611.2|255584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73587|32.7686|-100.488403|612.9|255587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73590|32.769199|-100.488602|614.5|255590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73593|32.769798|-100.4888|617.1|255593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73596|32.770401|-100.488998|619.5|255596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73599|32.771|-100.489098|623.8|255599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73602|32.771599|-100.489304|623.3|255602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73605|32.772099|-100.489502|624.0|255605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73608|32.772701|-100.489601|623.6|255608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73611|32.7733|-100.489799|621.7|255611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73614|32.773899|-100.489998|617.9|255614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73617|32.774502|-100.490097|616.8|255617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73620|32.775101|-100.490303|616.0|255620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73623|32.7757|-100.490501|615.4|255623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73626|32.776299|-100.490601|613.1|255626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73629|32.776798|-100.490799|610.3|255629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73632|32.777401|-100.490997|609.8|255632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73635|32.778|-100.491096|609.3|255635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73638|32.778599|-100.491302|607.7|255638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73641|32.779202|-100.491501|606.5|255641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|73644|32.7798|-100.491699|605.7|255644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75356|32.7239|-100.473396|634.2|257356|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75359|32.7244|-100.473602|635.8|257359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75365|32.725601|-100.4739|638.0|257365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75368|32.726101|-100.474098|640.0|257368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75371|32.7267|-100.474197|637.6|257371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75374|32.727299|-100.474403|637.8|257374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75377|32.727901|-100.474602|636.1|257377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75380|32.7285|-100.474701|631.1|257380|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75383|32.729099|-100.474899|629.4|257383|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75386|32.729698|-100.475098|628.5|257386|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75389|32.730301|-100.475197|624.2|257389|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75392|32.730801|-100.475403|624.5|257392|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75395|32.7314|-100.475601|626.6|257395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75401|32.732601|-100.475899|621.8|257401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75404|32.7332|-100.476097|618.9|257404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75407|32.733799|-100.476196|625.4|257407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|75410|32.734402|-100.476402|614.2|257410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
