#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
1B|67455|32.735901|-100.514397|614.5|223455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67458|32.7365|-100.514603|619.1|223458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67461|32.737099|-100.514702|611.5|223461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67464|32.737701|-100.5149|612.0|223464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67467|32.7383|-100.515099|609.7|223467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67470|32.738899|-100.515297|611.4|223470|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67473|32.739399|-100.515404|613.0|223473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67476|32.740002|-100.515602|617.5|223476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67479|32.740601|-100.5158|612.1|223479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67482|32.741199|-100.5159|616.6|223482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67485|32.741798|-100.516098|613.9|223485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67488|32.742401|-100.516296|614.1|223488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67491|32.743|-100.516403|620.0|223491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67494|32.743599|-100.516602|614.9|223494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67497|32.744099|-100.5168|611.4|223497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67500|32.744701|-100.516899|615.3|223500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67503|32.7453|-100.517097|618.9|223503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67506|32.745899|-100.517303|624.1|223506|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67509|32.746498|-100.517403|625.1|223509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67512|32.747101|-100.517601|621.5|223512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67515|32.7477|-100.517799|622.1|223515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67518|32.748299|-100.517998|629.7|223518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67521|32.748798|-100.518097|630.9|223521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67524|32.749401|-100.518303|627.1|223524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67527|32.75|-100.518501|627.4|223527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67530|32.750599|-100.5186|626.9|223530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67533|32.751202|-100.518799|632.0|223533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67536|32.751801|-100.518997|633.6|223536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67539|32.752399|-100.519096|639.8|223539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67542|32.752998|-100.519302|640.7|223542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67545|32.753502|-100.519501|636.4|223545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67548|32.754101|-100.5196|635.9|223548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67551|32.7547|-100.519798|640.1|223551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67554|32.755299|-100.519997|633.7|223554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67557|32.755901|-100.520103|632.4|223557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67560|32.7565|-100.520302|631.4|223560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67563|32.757099|-100.5205|631.2|223563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67566|32.757702|-100.520699|630.9|223566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67569|32.758202|-100.520798|629.5|223569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67572|32.758801|-100.521004|630.1|223572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67575|32.759399|-100.521202|634.9|223575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67578|32.759998|-100.521301|628.6|223578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67581|32.760601|-100.5215|628.5|223581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67584|32.7612|-100.521698|628.1|223584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67587|32.761799|-100.521896|630.0|223587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67590|32.762402|-100.522003|633.6|223590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67593|32.763|-100.522202|634.1|223593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67596|32.7635|-100.522301|627.0|223596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67599|32.764099|-100.522499|632.2|223599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67602|32.764702|-100.522697|631.5|223602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67605|32.765301|-100.522797|625.2|223605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67608|32.7659|-100.523003|625.5|223608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67611|32.766499|-100.523201|631.7|223611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67614|32.767101|-100.523399|630.1|223614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67617|32.7677|-100.523499|623.3|223617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67620|32.7682|-100.523697|626.4|223620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67623|32.768799|-100.523903|622.5|223623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67626|32.769402|-100.524002|616.6|223626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67629|32.77|-100.5242|617.0|223629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67632|32.770599|-100.524399|615.7|223632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67635|32.771198|-100.524498|614.4|223635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67638|32.771801|-100.524696|613.4|223638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67641|32.7724|-100.524902|613.0|223641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67644|32.7729|-100.525002|613.6|223644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69359|32.717499|-100.506897|649.5|225359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69365|32.7187|-100.507301|665.0|225365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69368|32.719299|-100.507401|653.5|225368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69371|32.719898|-100.507599|641.4|225371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69374|32.720501|-100.507797|637.8|225374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69377|32.7211|-100.507896|632.8|225377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69395|32.724602|-100.508904|631.6|225395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69401|32.7258|-100.5093|631.0|225401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69404|32.726398|-100.509499|631.1|225404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69407|32.726898|-100.509598|629.6|225407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69410|32.727501|-100.509804|627.7|225410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69413|32.7281|-100.510002|626.5|225413|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69416|32.728699|-100.510101|625.2|225416|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69419|32.729301|-100.5103|624.5|225419|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69422|32.7299|-100.510498|623.0|225422|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69425|32.730499|-100.510597|623.6|225425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69428|32.731098|-100.510803|623.1|225428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69431|32.731602|-100.511002|621.0|225431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69437|32.7328|-100.511299|622.6|225437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69440|32.733398|-100.511497|621.4|225440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69443|32.734001|-100.511597|616.3|225443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69446|32.7346|-100.511803|619.2|225446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69449|32.735199|-100.512001|615.9|225449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69452|32.735802|-100.512199|613.1|225452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69455|32.736301|-100.512299|613.8|225455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69458|32.737|-100.512497|615.3|225458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69461|32.737499|-100.512703|612.0|225461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69464|32.738098|-100.512802|609.7|225464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69467|32.738701|-100.513|607.9|225467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69473|32.740002|-100.513397|609.1|225473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69476|32.740398|-100.513496|608.2|225476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69479|32.741001|-100.513702|612.0|225479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69482|32.7416|-100.513901|608.3|225482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69485|32.742199|-100.514|610.8|225485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69488|32.742802|-100.514198|611.9|225488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69491|32.743401|-100.514297|611.2|225491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69494|32.743999|-100.514503|614.5|225494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69497|32.744598|-100.514702|614.6|225497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69500|32.745201|-100.5149|615.0|225500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69503|32.745701|-100.514999|621.1|225503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69509|32.746899|-100.515404|624.5|225509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69512|32.747501|-100.515503|627.2|225512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69515|32.7481|-100.515701|624.2|225515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69518|32.748699|-100.5159|625.6|225518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69521|32.749298|-100.515999|626.5|225521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69524|32.749901|-100.516197|629.5|225524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69527|32.750401|-100.516403|629.1|225527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69530|32.750999|-100.516602|632.6|225530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69533|32.751598|-100.516701|632.4|225533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69536|32.752201|-100.516899|636.6|225536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69539|32.7528|-100.516998|640.7|225539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69545|32.754002|-100.517403|641.3|225545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69548|32.754601|-100.517601|641.1|225548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69551|32.755199|-100.5177|640.4|225551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69554|32.755699|-100.517899|630.6|225554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69557|32.756302|-100.518097|634.4|225557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69560|32.756901|-100.518204|631.1|225560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69563|32.7575|-100.518402|633.8|225563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69566|32.758099|-100.5186|640.1|225566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69569|32.758701|-100.5187|639.4|225569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69572|32.7593|-100.518898|631.5|225572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69575|32.759899|-100.519096|631.4|225575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69581|32.761002|-100.519402|639.7|225581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69584|32.7616|-100.5196|633.4|225584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69587|32.762199|-100.519699|633.4|225587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69590|32.762798|-100.519897|630.7|225590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69593|32.763401|-100.520103|631.0|225593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69596|32.764|-100.520302|636.0|225596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69599|32.764599|-100.520401|628.0|225599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69602|32.765099|-100.520599|627.1|225602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69605|32.765701|-100.520798|631.1|225605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69608|32.7663|-100.520897|625.7|225608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69611|32.766899|-100.521103|621.9|225611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69617|32.768101|-100.5214|624.9|225617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69620|32.7687|-100.521599|618.1|225620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69623|32.769299|-100.521797|617.6|225623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69626|32.769798|-100.521896|615.2|225626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69629|32.770401|-100.522102|619.0|225629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69632|32.771|-100.522301|612.8|225632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69635|32.771599|-100.5224|613.5|225635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69638|32.772202|-100.522598|615.0|225638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69641|32.7728|-100.522797|611.4|225641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|69644|32.773399|-100.523003|608.6|225644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B359|32.717999|-100.504799|645.1|227359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B362|32.718601|-100.504997|651.5|227362|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B365|32.719101|-100.505203|650.7|227365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B368|32.7197|-100.505302|646.7|227368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B371|32.720299|-100.505501|641.9|227371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B374|32.720901|-100.505699|637.9|227374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B377|32.7215|-100.505798|634.3|227377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B395|32.724998|-100.506897|637.0|227395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B398|32.725601|-100.507004|638.2|227398|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B401|32.7262|-100.507202|638.0|227401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B404|32.726799|-100.507401|636.4|227404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B407|32.727402|-100.5075|633.7|227407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B410|32.728001|-100.507698|631.9|227410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B413|32.7285|-100.507896|634.2|227413|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B416|32.729099|-100.508003|629.7|227416|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B419|32.729698|-100.508202|629.8|227419|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B422|32.730301|-100.5084|626.9|227422|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B425|32.7309|-100.508499|629.5|227425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B428|32.731499|-100.508698|627.6|227428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B431|32.732101|-100.508904|626.1|227431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B434|32.7327|-100.509102|622.7|227434|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B437|32.7332|-100.509201|621.6|227437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B440|32.733799|-100.509399|620.9|227440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B443|32.734402|-100.509598|620.1|227443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B446|32.735001|-100.509697|619.2|227446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B449|32.7356|-100.509903|618.2|227449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B452|32.736198|-100.510101|616.8|227452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B455|32.736801|-100.510201|615.1|227455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B458|32.7374|-100.510399|613.3|227458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B461|32.737999|-100.510597|612.8|227461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B464|32.738499|-100.510696|612.8|227464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B467|32.739101|-100.510902|613.1|227467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B470|32.7397|-100.511101|612.7|227470|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B473|32.740299|-100.511299|613.1|227473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B476|32.740898|-100.511398|612.5|227476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B479|32.741501|-100.511597|616.7|227479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B482|32.7421|-100.511703|611.5|227482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B485|32.742599|-100.511902|616.2|227485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B488|32.743198|-100.5121|610.3|227488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B491|32.743801|-100.512199|613.0|227491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B494|32.7444|-100.512398|610.1|227494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B497|32.744999|-100.512604|620.4|227497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B500|32.745602|-100.512802|616.8|227500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B503|32.746201|-100.512901|623.8|227503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B506|32.746799|-100.5131|623.7|227506|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B509|32.747398|-100.513298|623.5|227509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B512|32.747898|-100.513397|617.7|227512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B515|32.748501|-100.513603|618.8|227515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B518|32.7491|-100.513802|618.9|227518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B521|32.749699|-100.513901|621.2|227521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B524|32.750301|-100.514099|621.8|227524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B527|32.7509|-100.514297|623.4|227527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B530|32.751499|-100.514503|625.4|227530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B533|32.752102|-100.514603|632.7|227533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B536|32.752602|-100.514801|630.4|227536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B539|32.753201|-100.514999|633.5|227539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B542|32.753799|-100.515099|640.6|227542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B545|32.754398|-100.515297|642.0|227545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B548|32.755001|-100.515503|637.9|227548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B551|32.7556|-100.515602|639.1|227551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B554|32.756199|-100.5158|643.1|227554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B557|32.756802|-100.515999|642.7|227557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B560|32.757301|-100.516098|642.3|227560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B563|32.7579|-100.516296|641.9|227563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B566|32.758499|-100.516502|637.2|227566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B569|32.759102|-100.516602|641.2|227569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B572|32.759701|-100.5168|636.4|227572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B575|32.7603|-100.516998|640.9|227575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B578|32.760899|-100.517197|635.2|227578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B581|32.761501|-100.517303|639.8|227581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B584|32.762001|-100.517502|633.3|227584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B587|32.7626|-100.5177|632.9|227587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B590|32.763199|-100.517799|630.0|227590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B593|32.763802|-100.517998|635.3|227593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B596|32.7644|-100.518204|628.8|227596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B599|32.764999|-100.518303|627.4|227599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B602|32.765598|-100.518501|625.0|227602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B605|32.766201|-100.5187|629.1|227605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B608|32.766701|-100.518799|622.7|227608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B611|32.7673|-100.518997|626.3|227611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B614|32.767899|-100.519203|625.0|227614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B617|32.768501|-100.519402|617.8|227617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B620|32.7691|-100.519501|621.5|227620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B623|32.769699|-100.519699|615.0|227623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B626|32.770302|-100.519897|620.0|227626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B629|32.770802|-100.519997|615.1|227629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B632|32.7714|-100.520203|605.2|227632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B635|32.771999|-100.520401|614.4|227635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B638|32.772598|-100.5205|616.7|227638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B641|32.773201|-100.520699|615.7|227641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6B644|32.7738|-100.520897|615.2|227644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D359|32.718399|-100.502701|634.8|229359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D362|32.719002|-100.502899|633.8|229362|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D365|32.719601|-100.503098|635.2|229365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D368|32.7202|-100.503304|634.6|229368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D371|32.720699|-100.503403|634.1|229371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D374|32.721298|-100.503601|634.6|229374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D377|32.721901|-100.503799|634.1|229377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D395|32.725498|-100.504799|633.7|229395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6D398|32.726002|-100.504898|634.3|229398|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
